age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit,balance_per_second
44,technician,married,secondary,no,1139,yes,no,cellular,30,jan,64,1,-1,0,unknown,no,17.796875
44,technician,single,primary,no,237,yes,no,cellular,25,jul,54,1,-1,0,unknown,no,4.388888888888889
48,management,divorced,tertiary,no,313,no,no,cellular,8,may,208,1,-1,0,unknown,no,1.5048076923076923
54,blue-collar,married,primary,no,1895,yes,no,cellular,17,apr,345,1,-1,0,unknown,no,5.492753623188406
41,management,married,tertiary,no,-556,yes,yes,unknown,26,may,127,3,-1,0,unknown,no,-4.377952755905512
39,management,married,tertiary,no,562,no,no,cellular,13,sep,303,2,-1,0,unknown,no,1.8547854785478548
60,retired,married,tertiary,no,3461,no,no,cellular,3,feb,128,2,-1,0,unknown,no,27.0390625
58,technician,divorced,secondary,no,-354,yes,yes,cellular,7,jul,98,1,-1,0,unknown,no,-3.6122448979591835
39,management,married,tertiary,no,-468,yes,yes,cellular,8,aug,88,2,-1,0,unknown,no,-5.318181818181818
50,blue-collar,divorced,primary,no,388,no,no,cellular,5,feb,701,1,-1,0,unknown,no,0.5534950071326676
27,management,single,tertiary,no,446,no,no,cellular,23,jun,205,3,-1,0,unknown,no,2.175609756097561
39,management,married,tertiary,no,378,yes,yes,unknown,5,may,127,2,-1,0,unknown,no,2.9763779527559056
55,blue-collar,single,tertiary,no,325,yes,no,unknown,8,may,693,1,-1,0,unknown,no,0.468975468975469
59,housemaid,married,primary,no,-187,yes,no,telephone,21,jul,118,7,-1,0,unknown,no,-1.5847457627118644
76,retired,married,secondary,no,2302,no,no,telephone,5,feb,110,1,87,2,failure,no,20.927272727272726
37,management,married,tertiary,no,355,no,no,cellular,4,aug,340,1,-1,0,unknown,no,1.0441176470588236
38,entrepreneur,married,tertiary,no,898,yes,no,unknown,6,may,132,2,-1,0,unknown,no,6.803030303030303
35,blue-collar,married,secondary,no,257,yes,no,cellular,14,may,186,1,-1,0,unknown,no,1.381720430107527
31,technician,single,secondary,no,2088,no,no,cellular,9,feb,15,14,-1,0,unknown,no,139.2
54,management,married,tertiary,no,284,yes,yes,telephone,15,may,65,5,-1,0,unknown,no,4.369230769230769
37,management,married,tertiary,no,5,no,no,cellular,29,aug,36,2,-1,0,unknown,no,0.1388888888888889
26,services,single,secondary,no,-72,yes,no,unknown,30,jun,82,9,-1,0,unknown,no,-0.8780487804878049
37,admin.,single,secondary,no,192,yes,no,unknown,23,may,105,2,-1,0,unknown,no,1.8285714285714285
40,services,divorced,secondary,no,160,no,no,cellular,14,jul,123,3,-1,0,unknown,no,1.3008130081300813
29,technician,single,secondary,no,309,yes,no,unknown,13,may,214,1,-1,0,unknown,no,1.4439252336448598
40,retired,single,secondary,no,1400,no,no,unknown,20,jun,20,7,-1,0,unknown,no,70.0
48,housemaid,single,secondary,no,71,no,no,cellular,28,aug,97,3,-1,0,unknown,no,0.7319587628865979
58,self-employed,married,tertiary,no,327,no,yes,cellular,14,jul,145,2,-1,0,unknown,no,2.2551724137931033
48,management,married,tertiary,no,291,yes,no,telephone,23,jul,350,2,-1,0,unknown,no,0.8314285714285714
38,services,married,secondary,no,968,yes,no,cellular,6,apr,272,1,-1,0,unknown,no,3.5588235294117645
30,unknown,single,unknown,no,6929,no,no,cellular,19,nov,341,1,-1,0,unknown,no,20.319648093841643
46,technician,married,secondary,no,863,yes,no,cellular,3,feb,67,3,-1,0,unknown,no,12.880597014925373
58,services,married,secondary,no,818,no,no,cellular,22,aug,283,1,-1,0,unknown,no,2.8904593639575973
42,services,single,unknown,no,410,no,no,cellular,21,nov,34,2,-1,0,unknown,no,12.058823529411764
60,housemaid,married,primary,no,517,no,no,unknown,12,jun,1178,3,-1,0,unknown,no,0.4388794567062818
37,self-employed,divorced,tertiary,no,1513,no,no,unknown,30,may,510,1,-1,0,unknown,no,2.966666666666667
54,technician,married,tertiary,no,4582,yes,no,unknown,15,may,165,1,-1,0,unknown,no,27.76969696969697
36,technician,single,secondary,no,4136,yes,no,unknown,30,may,812,3,-1,0,unknown,yes,5.093596059113301
38,student,single,tertiary,no,3316,no,no,unknown,17,jun,1345,3,-1,0,unknown,yes,2.46542750929368
26,admin.,single,primary,no,-122,yes,no,unknown,23,jun,670,3,-1,0,unknown,yes,-0.18208955223880596
55,technician,married,secondary,no,3899,yes,no,telephone,28,jul,596,4,-1,0,unknown,yes,6.541946308724833
51,entrepreneur,married,primary,no,538,no,no,cellular,18,nov,1122,4,-1,0,unknown,yes,0.47950089126559714
33,blue-collar,single,secondary,no,697,no,no,cellular,6,feb,860,2,-1,0,unknown,yes,0.8104651162790698
24,blue-collar,single,secondary,no,167,no,yes,cellular,18,feb,134,2,-1,0,unknown,yes,1.2462686567164178
37,technician,single,secondary,no,1130,no,no,cellular,26,feb,152,1,-1,0,unknown,yes,7.434210526315789
53,services,divorced,secondary,no,0,no,no,cellular,12,mar,80,2,-1,0,unknown,yes,0.0
24,student,single,secondary,no,387,no,no,telephone,4,may,340,8,-1,0,unknown,yes,1.138235294117647
43,management,divorced,tertiary,no,481,yes,no,cellular,3,jun,187,1,20,1,other,yes,2.572192513368984
36,management,married,primary,no,1506,no,no,cellular,14,aug,326,3,-1,0,unknown,yes,4.619631901840491
32,admin.,married,secondary,no,995,no,no,cellular,3,sep,331,1,99,2,other,yes,3.0060422960725077
60,admin.,married,secondary,no,3735,no,no,cellular,22,dec,190,1,188,9,success,yes,19.657894736842106
37,admin.,single,secondary,no,728,no,no,cellular,3,feb,129,1,174,2,other,yes,5.6434108527131785
29,management,single,tertiary,no,1445,no,no,cellular,26,apr,328,2,143,2,success,yes,4.405487804878049
24,admin.,single,tertiary,no,674,yes,no,cellular,6,jul,267,1,-1,0,unknown,yes,2.5243445692883895
26,technician,married,secondary,no,267,yes,no,cellular,28,jul,817,2,-1,0,unknown,yes,0.3268053855569155
41,unemployed,single,tertiary,no,79,no,no,telephone,9,nov,394,1,390,2,success,yes,0.20050761421319796
31,technician,married,tertiary,no,26,no,yes,cellular,18,nov,419,1,127,6,other,yes,0.06205250596658711
62,self-employed,divorced,tertiary,no,6,yes,no,cellular,13,apr,103,1,182,3,success,yes,0.05825242718446602
49,services,divorced,secondary,no,947,no,no,unknown,20,jun,808,2,-1,0,unknown,yes,1.172029702970297
41,admin.,single,secondary,no,985,yes,no,cellular,30,jun,274,2,391,11,success,yes,3.5948905109489053
48,entrepreneur,married,secondary,no,0,no,yes,cellular,28,jul,431,2,-1,0,unknown,yes,0.0
50,entrepreneur,married,primary,no,431,yes,no,cellular,20,apr,12,5,-1,0,unknown,no,35.916666666666664
41,admin.,single,tertiary,no,982,no,no,cellular,23,jul,105,1,-1,0,unknown,no,9.352380952380953
33,management,married,secondary,no,588,yes,no,cellular,18,may,11,5,-1,0,unknown,no,53.45454545454545
39,blue-collar,married,secondary,no,5222,yes,no,cellular,21,nov,239,2,177,1,failure,no,21.84937238493724
34,technician,single,secondary,no,0,no,no,cellular,28,aug,195,6,-1,0,unknown,no,0.0
28,blue-collar,single,secondary,no,-193,no,no,cellular,18,jul,580,7,-1,0,unknown,no,-0.33275862068965517
55,unemployed,married,tertiary,no,5345,no,no,unknown,6,may,278,1,-1,0,unknown,no,19.22661870503597
34,technician,married,tertiary,no,932,yes,no,cellular,4,jun,218,1,-1,0,unknown,no,4.275229357798165
58,retired,married,secondary,no,35,no,no,cellular,29,jul,336,7,-1,0,unknown,no,0.10416666666666667
30,technician,single,secondary,no,175,no,no,cellular,25,aug,167,4,-1,0,unknown,no,1.0479041916167664
33,admin.,divorced,secondary,no,661,yes,no,cellular,4,may,90,4,167,3,failure,no,7.344444444444444
60,services,divorced,secondary,no,758,no,no,cellular,3,feb,282,1,-1,0,unknown,no,2.6879432624113475
58,services,married,secondary,no,1667,yes,yes,unknown,6,may,85,1,-1,0,unknown,no,19.611764705882354
46,blue-collar,married,secondary,no,2348,no,no,cellular,17,nov,182,1,-1,0,unknown,no,12.901098901098901
32,blue-collar,single,tertiary,no,3014,yes,no,cellular,7,may,291,2,-1,0,unknown,no,10.357388316151203
42,management,divorced,primary,no,0,yes,no,cellular,19,nov,73,5,-1,0,unknown,no,0.0
33,admin.,married,tertiary,no,69,no,yes,cellular,4,may,77,2,-1,0,unknown,no,0.8961038961038961
32,blue-collar,married,primary,no,-6,yes,no,cellular,6,may,169,2,-1,0,unknown,no,-0.03550295857988166
30,management,single,tertiary,no,1636,no,no,unknown,6,jun,301,2,-1,0,unknown,no,5.4352159468438535
31,blue-collar,married,secondary,no,1664,yes,no,cellular,7,may,603,2,17,2,failure,no,2.759535655058043
35,blue-collar,married,primary,no,994,yes,no,unknown,23,may,1349,8,-1,0,unknown,yes,0.7368421052631579
59,blue-collar,divorced,primary,no,1265,no,yes,cellular,7,jul,849,1,-1,0,unknown,yes,1.4899882214369846
57,admin.,divorced,secondary,no,658,no,no,cellular,10,jul,724,1,-1,0,unknown,yes,0.9088397790055248
44,management,married,tertiary,no,792,no,no,cellular,25,aug,630,7,-1,0,unknown,yes,1.2571428571428571
43,blue-collar,married,secondary,no,699,yes,yes,cellular,20,nov,1258,2,122,2,other,yes,0.5556438791732909
30,technician,single,tertiary,no,53,no,no,cellular,29,apr,375,1,-1,0,unknown,yes,0.14133333333333334
34,self-employed,married,primary,no,7468,yes,yes,cellular,30,apr,383,1,-1,0,unknown,yes,19.49869451697128
49,management,married,tertiary,no,1,no,no,telephone,4,may,1076,3,175,1,success,yes,9.293680297397769E-4
47,services,married,secondary,no,367,yes,no,cellular,12,may,309,1,306,4,success,yes,1.1877022653721683
29,technician,single,secondary,no,6,no,no,cellular,25,may,315,1,-1,0,unknown,yes,0.01904761904761905
56,retired,married,secondary,no,1044,no,no,telephone,3,jul,353,2,-1,0,unknown,yes,2.9575070821529743
69,technician,married,secondary,no,9064,no,no,cellular,7,aug,714,1,-1,0,unknown,yes,12.694677871148459
46,admin.,single,secondary,no,1693,yes,no,cellular,20,oct,427,1,-1,0,unknown,yes,3.9648711943793913
58,services,divorced,secondary,no,462,no,no,cellular,13,nov,495,1,93,1,success,yes,0.9333333333333333
73,retired,married,primary,no,1388,no,no,telephone,11,jan,767,2,83,1,success,yes,1.8096479791395046
63,retired,married,secondary,no,2896,no,no,cellular,4,mar,180,2,-1,0,unknown,yes,16.08888888888889
31,technician,married,tertiary,no,1570,yes,no,cellular,8,mar,277,4,286,1,failure,yes,5.667870036101083
53,management,married,tertiary,no,3634,no,no,cellular,7,may,211,4,88,8,success,yes,17.222748815165875
31,management,single,tertiary,no,147,no,no,cellular,9,jun,163,2,92,3,success,yes,0.901840490797546
48,admin.,single,secondary,no,1544,yes,no,telephone,30,jun,263,1,450,2,failure,yes,5.870722433460076
50,unknown,married,unknown,no,558,no,no,cellular,9,jul,464,1,683,6,failure,yes,1.2025862068965518
60,retired,divorced,tertiary,no,979,yes,no,cellular,15,jul,346,1,181,4,success,yes,2.8294797687861273
28,admin.,single,secondary,no,762,no,no,cellular,18,sep,115,3,-1,0,unknown,yes,6.626086956521739
60,retired,married,secondary,no,1853,no,no,cellular,10,feb,234,1,183,1,success,yes,7.918803418803419
43,admin.,married,secondary,no,132,no,no,cellular,27,may,187,2,71,1,success,yes,0.7058823529411765
33,management,married,tertiary,no,679,no,no,cellular,5,aug,1109,2,-1,0,unknown,yes,0.612263300270514
31,services,married,secondary,no,593,yes,no,cellular,19,nov,391,2,-1,0,unknown,no,1.5166240409207161
32,housemaid,married,primary,no,-184,yes,no,cellular,6,feb,129,2,197,1,failure,no,-1.426356589147287
51,blue-collar,married,primary,no,0,no,no,cellular,20,nov,85,1,-1,0,unknown,no,0.0
59,retired,divorced,secondary,no,93,no,no,unknown,26,may,193,2,-1,0,unknown,no,0.48186528497409326
38,management,married,secondary,no,93,no,no,unknown,3,jul,515,2,-1,0,unknown,no,0.18058252427184465
32,technician,single,tertiary,no,514,yes,yes,cellular,7,may,138,1,168,1,failure,no,3.7246376811594204
45,admin.,married,secondary,no,967,no,no,unknown,9,jun,63,1,-1,0,unknown,no,15.34920634920635
37,management,single,tertiary,no,2173,no,no,cellular,21,nov,158,3,114,1,failure,no,13.753164556962025
49,management,married,tertiary,yes,-6847,no,yes,cellular,21,jul,206,1,-1,0,unknown,no,-33.237864077669904
63,technician,married,secondary,no,896,yes,no,cellular,28,jan,115,3,91,4,other,no,7.791304347826087
36,blue-collar,married,primary,no,448,yes,no,unknown,5,may,286,1,-1,0,unknown,no,1.5664335664335665
27,student,single,secondary,no,672,no,no,cellular,18,mar,236,2,-1,0,unknown,no,2.847457627118644
35,technician,divorced,tertiary,no,0,yes,no,unknown,15,may,759,1,-1,0,unknown,no,0.0
59,entrepreneur,married,primary,no,124,yes,no,cellular,18,nov,531,3,134,7,failure,no,0.2335216572504708
54,technician,married,secondary,no,0,no,no,telephone,16,nov,986,1,94,8,failure,no,0.0
39,blue-collar,single,secondary,no,169,yes,no,unknown,9,may,38,1,-1,0,unknown,no,4.447368421052632
34,blue-collar,married,primary,no,3868,yes,no,cellular,18,may,134,1,350,1,failure,no,28.865671641791046
48,services,married,secondary,no,1573,no,no,cellular,5,aug,165,1,-1,0,unknown,no,9.533333333333333
50,management,married,tertiary,no,19,no,yes,cellular,23,jul,205,1,-1,0,unknown,no,0.09268292682926829
38,management,married,tertiary,no,0,no,no,cellular,28,aug,77,18,-1,0,unknown,no,0.0
49,blue-collar,married,secondary,no,134,yes,yes,unknown,27,may,265,2,-1,0,unknown,no,0.5056603773584906
44,blue-collar,divorced,secondary,no,-222,yes,no,unknown,27,may,112,3,-1,0,unknown,no,-1.9821428571428572
27,blue-collar,single,primary,no,431,yes,no,unknown,15,may,286,2,-1,0,unknown,no,1.506993006993007
45,admin.,married,secondary,no,6971,no,no,cellular,22,may,119,1,-1,0,unknown,no,58.57983193277311
31,blue-collar,married,secondary,no,-720,yes,yes,unknown,15,may,112,2,-1,0,unknown,no,-6.428571428571429
34,blue-collar,married,secondary,no,-58,yes,yes,unknown,28,may,157,2,-1,0,unknown,no,-0.36942675159235666
40,unemployed,single,secondary,no,1744,yes,no,unknown,21,may,465,11,-1,0,unknown,no,3.750537634408602
40,technician,single,tertiary,no,693,no,no,cellular,30,jan,427,1,-1,0,unknown,no,1.6229508196721312
48,blue-collar,divorced,primary,no,2677,no,no,unknown,20,jun,23,3,-1,0,unknown,no,116.3913043478261
40,blue-collar,married,primary,no,919,yes,no,unknown,3,jun,327,2,-1,0,unknown,no,2.8103975535168195
54,services,married,unknown,no,386,no,yes,unknown,20,jun,838,1,-1,0,unknown,yes,0.4606205250596659
47,technician,single,secondary,no,-239,yes,yes,cellular,7,jul,973,3,-1,0,unknown,yes,-0.24563206577595068
60,management,married,tertiary,no,2222,yes,no,cellular,11,jul,1120,2,-1,0,unknown,yes,1.9839285714285715
44,blue-collar,married,primary,no,1265,yes,no,cellular,16,jul,555,1,-1,0,unknown,yes,2.279279279279279
51,blue-collar,married,primary,no,201,yes,no,cellular,17,jul,582,2,-1,0,unknown,yes,0.34536082474226804
47,unemployed,married,secondary,no,312,no,no,cellular,29,jul,884,1,-1,0,unknown,yes,0.35294117647058826
40,blue-collar,married,secondary,no,1954,no,no,cellular,31,jul,1107,2,-1,0,unknown,yes,1.7651309846431797
39,management,married,secondary,no,1880,no,no,cellular,12,aug,768,2,-1,0,unknown,yes,2.4479166666666665
41,management,married,tertiary,no,0,yes,no,cellular,18,nov,897,3,-1,0,unknown,yes,0.0
39,management,single,tertiary,no,2454,yes,no,cellular,4,may,716,3,263,2,failure,yes,3.4273743016759775
60,retired,married,primary,no,1588,no,no,cellular,6,oct,728,1,-1,0,unknown,yes,2.181318681318681
39,technician,single,tertiary,no,25,yes,no,cellular,28,dec,315,1,210,2,success,yes,0.07936507936507936
70,retired,married,primary,no,2795,no,no,cellular,8,jan,301,2,-1,0,unknown,yes,9.285714285714286
75,retired,married,secondary,no,3771,no,no,telephone,15,apr,185,1,181,2,success,yes,20.383783783783784
34,admin.,divorced,secondary,no,661,yes,no,cellular,5,aug,245,2,183,10,failure,yes,2.6979591836734693
35,blue-collar,married,secondary,no,262,no,no,cellular,15,sep,331,1,75,6,failure,yes,0.7915407854984894
37,management,married,tertiary,no,57,no,no,cellular,5,feb,345,1,-1,0,unknown,yes,0.16521739130434782
47,services,divorced,tertiary,no,1639,no,no,cellular,12,jan,349,1,-1,0,unknown,yes,4.696275071633238
36,technician,single,secondary,no,3254,yes,no,unknown,27,oct,207,1,-1,0,unknown,yes,15.719806763285025
31,blue-collar,married,secondary,no,136,no,no,cellular,12,may,228,2,267,1,failure,yes,0.5964912280701754
29,unemployed,single,primary,no,1374,no,no,cellular,17,nov,309,3,208,4,success,yes,4.446601941747573
25,technician,single,secondary,no,7103,yes,no,cellular,28,may,188,3,10,1,failure,yes,37.78191489361702
32,admin.,married,tertiary,no,284,yes,no,cellular,29,apr,717,3,-1,0,unknown,yes,0.39609483960948394
34,blue-collar,married,secondary,no,-257,yes,no,cellular,15,may,160,1,368,4,failure,no,-1.60625
33,admin.,single,secondary,no,598,yes,no,unknown,28,may,189,1,-1,0,unknown,no,3.164021164021164
50,self-employed,married,secondary,no,5312,no,no,cellular,23,jul,106,3,-1,0,unknown,no,50.113207547169814
25,student,single,tertiary,no,505,yes,no,cellular,6,may,37,1,-1,0,unknown,no,13.64864864864865
39,blue-collar,divorced,secondary,no,0,yes,no,cellular,11,may,275,2,307,1,other,no,0.0
33,entrepreneur,married,secondary,no,3140,yes,yes,cellular,21,nov,7,5,-1,0,unknown,no,448.57142857142856
45,technician,married,secondary,no,2571,no,no,unknown,18,jun,146,2,-1,0,unknown,no,17.60958904109589
32,blue-collar,divorced,unknown,no,291,yes,yes,unknown,27,jun,120,6,-1,0,unknown,no,2.425
34,blue-collar,married,secondary,no,965,yes,no,cellular,20,apr,372,2,332,2,other,no,2.5940860215053765
30,blue-collar,single,secondary,no,573,yes,no,unknown,12,may,116,2,-1,0,unknown,no,4.939655172413793
46,blue-collar,married,secondary,no,536,yes,no,unknown,15,may,164,2,-1,0,unknown,no,3.268292682926829
55,management,married,unknown,no,559,no,no,cellular,28,jan,271,2,-1,0,unknown,no,2.062730627306273
47,admin.,single,secondary,no,3531,yes,no,cellular,7,jul,49,6,-1,0,unknown,no,72.06122448979592
28,technician,married,primary,no,-58,yes,no,unknown,8,may,74,1,-1,0,unknown,no,-0.7837837837837838
31,management,married,tertiary,no,1170,no,no,cellular,20,aug,200,4,-1,0,unknown,no,5.85
33,admin.,single,secondary,no,-15,no,no,telephone,12,may,326,3,350,2,failure,no,-0.046012269938650305
46,technician,married,secondary,no,4023,yes,no,cellular,7,aug,131,2,-1,0,unknown,no,30.709923664122137
66,admin.,divorced,secondary,no,220,no,no,cellular,28,aug,283,1,-1,0,unknown,no,0.7773851590106007
40,technician,single,secondary,no,360,yes,no,unknown,9,may,73,1,-1,0,unknown,no,4.931506849315069
59,entrepreneur,married,tertiary,no,1728,no,no,cellular,7,jul,575,2,-1,0,unknown,no,3.0052173913043476
56,technician,divorced,secondary,no,1561,no,no,cellular,13,aug,75,1,-1,0,unknown,no,20.813333333333333
59,blue-collar,married,secondary,no,1376,no,yes,unknown,9,may,61,4,-1,0,unknown,no,22.557377049180328
35,management,married,tertiary,no,0,yes,no,cellular,5,may,310,1,-1,0,unknown,no,0.0
40,blue-collar,divorced,primary,no,737,yes,yes,unknown,12,may,102,1,-1,0,unknown,no,7.2254901960784315
53,management,single,tertiary,no,1074,yes,no,unknown,15,may,523,2,-1,0,unknown,no,2.0535372848948374
32,blue-collar,single,secondary,no,-84,yes,no,cellular,11,may,426,1,-1,0,unknown,no,-0.19718309859154928
54,blue-collar,married,secondary,no,1070,no,no,cellular,18,nov,373,4,-1,0,unknown,no,2.868632707774799
36,admin.,married,secondary,no,0,yes,yes,cellular,11,may,94,1,-1,0,unknown,no,0.0
49,technician,married,secondary,no,1091,no,no,telephone,30,jul,47,2,-1,0,unknown,no,23.21276595744681
31,admin.,married,secondary,no,0,yes,yes,cellular,18,nov,79,3,-1,0,unknown,no,0.0
39,blue-collar,divorced,secondary,no,36,yes,no,unknown,12,may,109,2,-1,0,unknown,no,0.3302752293577982
35,blue-collar,married,secondary,no,0,yes,yes,unknown,29,may,543,1,-1,0,unknown,yes,0.0
48,management,married,secondary,no,268,yes,no,cellular,28,jul,458,7,-1,0,unknown,yes,0.5851528384279476
50,entrepreneur,married,tertiary,no,230,no,no,telephone,30,jul,1089,4,-1,0,unknown,yes,0.21120293847566574
53,management,married,tertiary,no,15,no,no,cellular,20,aug,921,2,-1,0,unknown,yes,0.016286644951140065
52,management,married,tertiary,no,1227,no,no,cellular,22,aug,1123,4,-1,0,unknown,yes,1.0926090828138915
33,management,single,tertiary,no,2637,no,no,cellular,28,aug,583,17,-1,0,unknown,yes,4.523156089193825
30,self-employed,single,secondary,no,-617,no,yes,cellular,19,nov,925,1,-1,0,unknown,yes,-0.667027027027027
43,self-employed,divorced,secondary,no,347,no,no,cellular,19,nov,1468,3,-1,0,unknown,yes,0.23637602179836512
29,management,married,tertiary,no,1441,yes,no,cellular,4,feb,80,2,-1,0,unknown,yes,18.0125
39,services,married,tertiary,no,1493,no,no,cellular,9,feb,912,3,-1,0,unknown,yes,1.6370614035087718
37,technician,married,tertiary,no,549,no,no,cellular,2,mar,239,1,-1,0,unknown,yes,2.297071129707113
23,management,single,tertiary,no,1506,no,no,cellular,9,mar,131,4,-1,0,unknown,yes,11.49618320610687
31,management,divorced,tertiary,no,71,no,no,cellular,12,mar,119,1,-1,0,unknown,yes,0.5966386554621849
31,blue-collar,married,secondary,no,1406,yes,yes,cellular,13,apr,1091,2,-1,0,unknown,yes,1.2887259395050412
59,technician,married,secondary,no,10925,no,no,cellular,21,apr,100,1,-1,0,unknown,yes,109.25
59,admin.,married,secondary,no,145,yes,no,telephone,12,may,556,2,287,13,success,yes,0.2607913669064748
49,management,single,tertiary,no,7443,no,no,telephone,19,jun,293,5,211,2,failure,yes,25.40273037542662
34,blue-collar,married,secondary,no,1464,yes,no,cellular,28,aug,207,3,130,5,other,yes,7.072463768115942
36,management,single,tertiary,no,490,no,no,cellular,28,aug,207,8,98,1,failure,yes,2.367149758454106
60,retired,married,secondary,no,938,no,no,cellular,13,jan,380,3,-1,0,unknown,yes,2.468421052631579
52,services,married,secondary,no,992,yes,no,cellular,27,jan,342,1,92,2,success,yes,2.9005847953216373
45,management,single,tertiary,no,483,no,no,cellular,23,feb,95,2,265,11,other,yes,5.08421052631579
33,management,single,tertiary,no,4176,no,no,cellular,26,mar,288,3,-1,0,unknown,yes,14.5
29,student,single,unknown,no,2929,no,no,cellular,5,may,232,1,89,4,other,yes,12.625
37,management,married,tertiary,no,2987,yes,no,cellular,13,may,216,1,87,10,success,yes,13.828703703703704
64,retired,married,secondary,no,3189,no,no,telephone,15,jun,208,1,-1,0,unknown,yes,15.33173076923077
80,retired,married,secondary,no,668,no,no,telephone,8,jul,250,1,371,1,success,yes,2.672
82,retired,married,primary,no,243,no,no,cellular,26,jul,275,1,180,2,success,yes,0.8836363636363637
48,services,divorced,unknown,no,973,no,no,cellular,8,oct,319,1,134,2,success,yes,3.050156739811912
77,retired,married,secondary,no,638,no,no,cellular,7,aug,453,1,-1,0,unknown,yes,1.4083885209713025
44,services,single,secondary,no,618,no,no,cellular,12,may,193,1,-1,0,unknown,yes,3.2020725388601035
38,technician,married,secondary,no,1478,no,no,cellular,12,aug,926,4,-1,0,unknown,yes,1.5961123110151187
28,blue-collar,married,secondary,no,61,yes,no,cellular,4,may,226,2,319,1,success,yes,0.26991150442477874
28,management,single,tertiary,no,2725,no,no,cellular,16,jun,292,1,504,1,failure,yes,9.332191780821917
50,blue-collar,married,primary,no,82,no,no,telephone,5,apr,456,1,-1,0,unknown,yes,0.17982456140350878
37,management,married,tertiary,no,255,no,no,cellular,24,feb,562,2,183,10,success,yes,0.45373665480427045
53,management,divorced,tertiary,no,2894,yes,no,cellular,5,may,163,1,-1,0,unknown,no,17.754601226993866
35,blue-collar,married,primary,no,147,yes,no,cellular,5,may,358,1,337,3,failure,no,0.4106145251396648
55,housemaid,married,primary,no,3680,no,no,unknown,16,jun,131,1,-1,0,unknown,no,28.091603053435115
30,technician,single,tertiary,no,106,yes,no,cellular,13,may,119,3,-1,0,unknown,no,0.8907563025210085
45,admin.,married,secondary,no,0,yes,no,cellular,18,nov,108,5,-1,0,unknown,no,0.0
28,student,single,secondary,no,154,yes,no,unknown,20,may,21,9,-1,0,unknown,no,7.333333333333333
25,services,single,secondary,no,382,yes,no,unknown,13,may,392,1,-1,0,unknown,no,0.9744897959183674
46,blue-collar,married,primary,no,-271,yes,no,cellular,25,jul,65,2,-1,0,unknown,no,-4.1692307692307695
45,technician,married,secondary,no,-312,yes,no,cellular,16,jul,268,1,-1,0,unknown,no,-1.164179104477612
35,entrepreneur,divorced,secondary,no,80,no,no,cellular,20,aug,67,5,-1,0,unknown,no,1.1940298507462686
49,blue-collar,married,primary,no,239,no,no,cellular,22,aug,90,3,-1,0,unknown,no,2.6555555555555554
73,retired,married,tertiary,no,2575,no,no,cellular,17,aug,152,1,-1,0,unknown,no,16.94078947368421
54,housemaid,married,primary,no,3151,no,no,unknown,18,jun,350,7,-1,0,unknown,no,9.002857142857144
33,technician,divorced,secondary,no,464,no,no,cellular,4,feb,207,4,-1,0,unknown,no,2.241545893719807
53,technician,married,secondary,no,8417,yes,no,unknown,14,may,435,1,-1,0,unknown,no,19.349425287356322
49,management,divorced,tertiary,no,696,yes,no,unknown,2,jun,310,3,-1,0,unknown,no,2.2451612903225806
34,management,married,tertiary,no,303,yes,no,cellular,29,jan,50,1,195,2,failure,no,6.06
52,admin.,married,secondary,no,1113,no,yes,cellular,8,jul,83,1,-1,0,unknown,no,13.409638554216867
30,admin.,married,secondary,no,39,yes,no,cellular,28,jul,101,3,-1,0,unknown,no,0.38613861386138615
54,management,married,tertiary,no,313,yes,no,unknown,5,may,83,2,-1,0,unknown,no,3.7710843373493974
31,technician,single,secondary,no,373,no,no,cellular,22,aug,346,5,-1,0,unknown,no,1.0780346820809248
37,blue-collar,married,primary,no,152,yes,no,cellular,17,apr,252,2,-1,0,unknown,no,0.6031746031746031
34,services,married,secondary,no,-451,yes,yes,cellular,23,jul,498,1,-1,0,unknown,no,-0.9056224899598394
34,entrepreneur,married,tertiary,no,105,yes,no,unknown,28,may,249,2,-1,0,unknown,no,0.42168674698795183
48,entrepreneur,married,secondary,no,4037,no,no,unknown,6,jun,23,1,-1,0,unknown,no,175.52173913043478
43,blue-collar,married,primary,no,8,no,no,telephone,7,jul,245,5,-1,0,unknown,no,0.0326530612244898
37,management,married,tertiary,no,2672,yes,no,cellular,11,aug,549,1,-1,0,unknown,no,4.8670309653916215
40,blue-collar,divorced,primary,no,54,yes,no,cellular,13,may,10,5,362,3,other,no,5.4
30,admin.,married,secondary,no,873,yes,no,unknown,29,may,792,3,-1,0,unknown,yes,1.1022727272727273
38,services,divorced,secondary,no,61,no,no,unknown,5,jun,636,1,-1,0,unknown,yes,0.0959119496855346
47,technician,married,secondary,no,3466,yes,no,cellular,11,jul,853,2,-1,0,unknown,yes,4.063305978898007
43,technician,married,tertiary,no,0,no,no,cellular,4,aug,1488,2,-1,0,unknown,yes,0.0
57,housemaid,married,primary,no,2785,no,no,cellular,11,aug,610,4,-1,0,unknown,yes,4.565573770491803
32,self-employed,single,tertiary,no,1249,yes,no,cellular,19,nov,472,1,-1,0,unknown,yes,2.6461864406779663
43,management,married,tertiary,no,2640,no,no,cellular,21,nov,314,4,-1,0,unknown,yes,8.40764331210191
33,management,married,tertiary,no,0,yes,no,cellular,17,apr,378,1,-1,0,unknown,yes,0.0
